parcel_id,hub_id,date,origin_zone,destination_zone,service_type,seller_type,parcel_size_band,parcel_weight_band,promised_delivery_days,actual_delivery_days,delivery_outcome,failure_reason,attempt_count,is_redelivery,was_late,customer_contact_made,priority_flag,peak_day_flag
P0000795,HUB_A_NORTH,2026-04-18,West,Remote,express,enterprise,M,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000796,HUB_A_NORTH,2026-04-18,North,Remote,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000797,HUB_A_NORTH,2026-04-18,Metro,River,standard,marketplace,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000798,HUB_A_NORTH,2026-04-18,South,Metro,express,marketplace,M,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000799,HUB_A_NORTH,2026-04-18,South,East,standard,marketplace,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000800,HUB_A_NORTH,2026-04-18,River,West,standard,small_business,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000801,HUB_A_NORTH,2026-04-18,South,North,standard,direct_seller,XS,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000802,HUB_A_NORTH,2026-04-18,East,Metro,economy,direct_seller,M,1-3kg,3,3,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000803,HUB_A_NORTH,2026-04-18,West,West,standard,direct_seller,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000804,HUB_A_NORTH,2026-04-18,East,West,standard,small_business,S,5-10kg,2,3,delivered_late,,2,TRUE,TRUE,TRUE,FALSE,TRUE
P0000805,HUB_A_NORTH,2026-04-18,South,Remote,standard,marketplace,XL,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000806,HUB_A_NORTH,2026-04-18,West,East,economy,marketplace,S,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000807,HUB_A_NORTH,2026-04-18,South,East,standard,marketplace,XS,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000808,HUB_A_NORTH,2026-04-18,South,Metro,express,marketplace,XS,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000809,HUB_A_NORTH,2026-04-18,East,West,express,marketplace,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000810,HUB_A_NORTH,2026-04-18,East,North,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000811,HUB_A_NORTH,2026-04-18,North,Metro,express,marketplace,M,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000812,HUB_A_NORTH,2026-04-18,West,North,economy,direct_seller,M,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000813,HUB_A_NORTH,2026-04-18,North,West,standard,direct_seller,XS,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000814,HUB_A_NORTH,2026-04-18,Metro,South,standard,enterprise,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000815,HUB_A_NORTH,2026-04-18,River,North,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000816,HUB_A_NORTH,2026-04-18,North,South,standard,marketplace,M,0-1kg,2,4,failed,rider capacity,3,TRUE,TRUE,TRUE,FALSE,TRUE
P0000817,HUB_A_NORTH,2026-04-18,South,Metro,standard,direct_seller,L,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000818,HUB_A_NORTH,2026-04-18,East,Metro,standard,enterprise,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000819,HUB_A_NORTH,2026-04-18,West,Metro,standard,small_business,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000820,HUB_A_NORTH,2026-04-18,East,North,standard,small_business,S,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000821,HUB_A_NORTH,2026-04-18,North,South,express,marketplace,M,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000822,HUB_A_NORTH,2026-04-18,East,North,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000823,HUB_A_NORTH,2026-04-18,East,Remote,standard,marketplace,XS,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000824,HUB_A_NORTH,2026-04-18,River,River,standard,marketplace,S,10kg+,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000825,HUB_A_NORTH,2026-04-18,River,East,express,marketplace,S,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000826,HUB_A_NORTH,2026-04-18,West,River,standard,small_business,M,5-10kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0000827,HUB_A_NORTH,2026-04-18,Metro,South,economy,small_business,S,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000828,HUB_A_NORTH,2026-04-18,East,East,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000829,HUB_A_NORTH,2026-04-18,Metro,North,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000830,HUB_A_NORTH,2026-04-18,West,River,standard,enterprise,S,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000831,HUB_A_NORTH,2026-04-18,Metro,Metro,standard,enterprise,XS,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000832,HUB_A_NORTH,2026-04-18,West,Remote,express,marketplace,M,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000833,HUB_A_NORTH,2026-04-18,North,North,standard,small_business,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000834,HUB_A_NORTH,2026-04-18,River,River,express,marketplace,L,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000835,HUB_A_NORTH,2026-04-18,Metro,South,express,small_business,XS,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000836,HUB_A_NORTH,2026-04-18,South,Metro,standard,marketplace,XS,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000837,HUB_A_NORTH,2026-04-18,West,Metro,express,enterprise,M,0-1kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0000838,HUB_A_NORTH,2026-04-18,East,West,standard,enterprise,M,1-3kg,2,2,failed,hub backlog,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000839,HUB_A_NORTH,2026-04-18,South,Metro,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000840,HUB_A_NORTH,2026-04-19,West,Metro,express,direct_seller,S,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000841,HUB_A_NORTH,2026-04-19,East,Remote,economy,marketplace,M,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000842,HUB_A_NORTH,2026-04-19,Metro,River,economy,marketplace,M,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000843,HUB_A_NORTH,2026-04-19,Metro,Metro,standard,enterprise,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000844,HUB_A_NORTH,2026-04-19,North,East,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000845,HUB_A_NORTH,2026-04-19,River,River,standard,marketplace,XL,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000846,HUB_A_NORTH,2026-04-19,North,Metro,standard,direct_seller,XS,10kg+,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000847,HUB_A_NORTH,2026-04-19,West,Metro,economy,small_business,S,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000848,HUB_A_NORTH,2026-04-19,South,North,standard,small_business,XS,0-1kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000849,HUB_A_NORTH,2026-04-19,River,West,economy,marketplace,S,5-10kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000850,HUB_A_NORTH,2026-04-19,East,Remote,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000851,HUB_A_NORTH,2026-04-19,North,East,economy,direct_seller,S,5-10kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000852,HUB_A_NORTH,2026-04-19,River,Remote,standard,marketplace,M,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0000853,HUB_A_NORTH,2026-04-19,West,East,economy,marketplace,M,0-1kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000854,HUB_A_NORTH,2026-04-19,North,North,economy,direct_seller,S,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000855,HUB_A_NORTH,2026-04-19,North,Metro,standard,enterprise,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000856,HUB_A_NORTH,2026-04-19,South,West,standard,small_business,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000857,HUB_A_NORTH,2026-04-19,South,Metro,standard,small_business,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000858,HUB_A_NORTH,2026-04-19,North,West,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000859,HUB_A_NORTH,2026-04-19,Metro,Metro,standard,marketplace,L,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000860,HUB_A_NORTH,2026-04-19,South,Metro,standard,marketplace,L,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000861,HUB_A_NORTH,2026-04-19,West,South,express,direct_seller,L,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000862,HUB_A_NORTH,2026-04-19,River,Metro,economy,marketplace,S,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000863,HUB_A_NORTH,2026-04-19,North,Metro,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000864,HUB_A_NORTH,2026-04-19,West,East,standard,marketplace,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000865,HUB_A_NORTH,2026-04-19,West,Metro,standard,marketplace,S,5-10kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000866,HUB_A_NORTH,2026-04-19,River,Remote,standard,small_business,S,5-10kg,2,3,delivered_late,,2,TRUE,TRUE,TRUE,FALSE,TRUE
P0000867,HUB_A_NORTH,2026-04-19,River,Metro,economy,direct_seller,M,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000868,HUB_A_NORTH,2026-04-19,West,West,express,marketplace,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000869,HUB_A_NORTH,2026-04-19,South,Metro,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000870,HUB_A_NORTH,2026-04-19,River,Remote,standard,direct_seller,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000871,HUB_A_NORTH,2026-04-19,East,Metro,standard,direct_seller,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000872,HUB_A_NORTH,2026-04-19,East,Metro,express,marketplace,S,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000873,HUB_A_NORTH,2026-04-19,Metro,West,economy,small_business,L,1-3kg,3,3,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000874,HUB_A_NORTH,2026-04-19,West,South,economy,enterprise,S,0-1kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000875,HUB_A_NORTH,2026-04-19,River,Metro,express,direct_seller,XS,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000876,HUB_A_NORTH,2026-04-19,East,Metro,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000877,HUB_A_NORTH,2026-04-19,Metro,Metro,standard,marketplace,L,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000878,HUB_A_NORTH,2026-04-19,Metro,West,standard,direct_seller,L,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000879,HUB_A_NORTH,2026-04-19,North,East,express,small_business,L,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000880,HUB_A_NORTH,2026-04-19,South,Metro,economy,marketplace,M,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000881,HUB_A_NORTH,2026-04-19,Metro,West,express,direct_seller,L,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000882,HUB_A_NORTH,2026-04-19,River,South,economy,marketplace,XS,5-10kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000883,HUB_A_NORTH,2026-04-19,East,Metro,standard,direct_seller,M,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000884,HUB_A_NORTH,2026-04-19,Metro,West,standard,marketplace,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000885,HUB_A_NORTH,2026-04-19,North,Metro,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000886,HUB_A_NORTH,2026-04-19,South,South,express,marketplace,L,1-3kg,1,2,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,TRUE
P0000887,HUB_A_NORTH,2026-04-20,North,Metro,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000888,HUB_A_NORTH,2026-04-20,East,Metro,express,marketplace,M,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000889,HUB_A_NORTH,2026-04-20,River,West,express,enterprise,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000890,HUB_A_NORTH,2026-04-20,River,Remote,economy,direct_seller,L,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000891,HUB_A_NORTH,2026-04-20,North,East,standard,enterprise,XS,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000892,HUB_A_NORTH,2026-04-20,South,River,express,direct_seller,L,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000893,HUB_A_NORTH,2026-04-20,River,South,standard,enterprise,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000894,HUB_A_NORTH,2026-04-20,West,West,standard,direct_seller,XL,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000895,HUB_A_NORTH,2026-04-20,East,Remote,standard,direct_seller,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000896,HUB_A_NORTH,2026-04-20,South,West,express,direct_seller,XL,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000897,HUB_A_NORTH,2026-04-20,North,River,express,direct_seller,S,10kg+,1,1,failed,rider capacity,1,FALSE,FALSE,TRUE,TRUE,TRUE
P0000898,HUB_A_NORTH,2026-04-20,East,North,express,small_business,M,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000899,HUB_A_NORTH,2026-04-20,East,West,standard,small_business,XL,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000900,HUB_A_NORTH,2026-04-20,East,West,express,small_business,S,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000901,HUB_A_NORTH,2026-04-20,West,Remote,express,marketplace,S,0-1kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0000902,HUB_A_NORTH,2026-04-20,West,West,standard,marketplace,XL,0-1kg,2,2,delivered_on_time,,3,TRUE,FALSE,TRUE,FALSE,TRUE
P0000903,HUB_A_NORTH,2026-04-20,North,South,express,small_business,L,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000904,HUB_A_NORTH,2026-04-20,East,River,express,small_business,S,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000905,HUB_A_NORTH,2026-04-20,River,East,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000906,HUB_A_NORTH,2026-04-20,Metro,South,standard,direct_seller,L,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000907,HUB_A_NORTH,2026-04-20,South,East,standard,direct_seller,M,0-1kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000908,HUB_A_NORTH,2026-04-20,Metro,North,economy,direct_seller,S,3-5kg,3,3,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000909,HUB_A_NORTH,2026-04-20,West,Metro,standard,small_business,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000910,HUB_A_NORTH,2026-04-20,Metro,North,express,marketplace,L,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000911,HUB_A_NORTH,2026-04-20,Metro,Metro,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000912,HUB_A_NORTH,2026-04-20,River,River,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000913,HUB_A_NORTH,2026-04-20,East,West,standard,marketplace,L,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000914,HUB_A_NORTH,2026-04-20,North,Metro,express,marketplace,S,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000915,HUB_A_NORTH,2026-04-20,East,Metro,standard,marketplace,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000916,HUB_A_NORTH,2026-04-20,South,Remote,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000917,HUB_A_NORTH,2026-04-20,West,Metro,standard,marketplace,L,1-3kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0000918,HUB_A_NORTH,2026-04-20,East,Remote,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000919,HUB_A_NORTH,2026-04-20,South,South,express,marketplace,XS,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000920,HUB_A_NORTH,2026-04-20,East,River,standard,enterprise,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000921,HUB_A_NORTH,2026-04-20,East,West,economy,enterprise,XS,1-3kg,3,3,delivered_on_time,,3,TRUE,FALSE,TRUE,FALSE,TRUE
P0000922,HUB_A_NORTH,2026-04-20,North,Metro,economy,marketplace,M,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000923,HUB_A_NORTH,2026-04-20,River,Metro,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000924,HUB_A_NORTH,2026-04-20,North,East,economy,marketplace,M,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000925,HUB_A_NORTH,2026-04-20,North,West,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000926,HUB_A_NORTH,2026-04-20,Metro,Metro,express,direct_seller,L,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000927,HUB_A_NORTH,2026-04-20,River,Remote,express,marketplace,M,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000928,HUB_A_NORTH,2026-04-20,North,North,standard,small_business,M,3-5kg,2,2,failed,hub backlog,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0000929,HUB_A_NORTH,2026-04-20,East,West,express,enterprise,L,1-3kg,1,2,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,TRUE
P0000930,HUB_A_NORTH,2026-04-20,West,East,express,direct_seller,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000931,HUB_A_NORTH,2026-04-20,West,Metro,standard,marketplace,L,10kg+,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000932,HUB_A_NORTH,2026-04-20,East,Metro,standard,enterprise,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000933,HUB_A_NORTH,2026-04-20,East,East,express,small_business,XL,0-1kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0000934,HUB_A_NORTH,2026-04-20,River,Metro,standard,small_business,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000935,HUB_A_NORTH,2026-04-20,River,Metro,economy,marketplace,M,10kg+,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000936,HUB_A_NORTH,2026-04-20,West,West,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000937,HUB_A_NORTH,2026-04-20,South,West,express,small_business,XL,3-5kg,1,1,failed,rider capacity,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0000938,HUB_A_NORTH,2026-04-20,North,South,economy,marketplace,M,0-1kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000939,HUB_A_NORTH,2026-04-20,West,North,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000940,HUB_A_NORTH,2026-04-20,Metro,North,standard,marketplace,XS,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000941,HUB_A_NORTH,2026-04-20,River,Remote,standard,small_business,M,0-1kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000942,HUB_A_NORTH,2026-04-20,South,South,express,marketplace,XS,1-3kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0000943,HUB_A_NORTH,2026-04-21,Metro,Metro,standard,small_business,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000944,HUB_A_NORTH,2026-04-21,South,South,standard,marketplace,M,0-1kg,2,2,failed,bad address,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000945,HUB_A_NORTH,2026-04-21,North,West,standard,marketplace,XS,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0000946,HUB_A_NORTH,2026-04-21,East,North,express,direct_seller,M,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000947,HUB_A_NORTH,2026-04-21,West,River,standard,small_business,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000948,HUB_A_NORTH,2026-04-21,South,River,express,enterprise,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000949,HUB_A_NORTH,2026-04-21,East,Metro,express,small_business,M,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000950,HUB_A_NORTH,2026-04-21,North,North,standard,small_business,XS,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000951,HUB_A_NORTH,2026-04-21,Metro,North,standard,small_business,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000952,HUB_A_NORTH,2026-04-21,West,Metro,standard,marketplace,S,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0000953,HUB_A_NORTH,2026-04-21,South,North,express,enterprise,S,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000954,HUB_A_NORTH,2026-04-21,River,East,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0000955,HUB_A_NORTH,2026-04-21,East,River,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0000956,HUB_A_NORTH,2026-04-21,River,North,express,direct_seller,XS,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0000957,HUB_A_NORTH,2026-04-21,East,North,standard,enterprise,L,3-5kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0000958,HUB_A_NORTH,2026-04-21,West,River,standard,enterprise,XS,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0000959,HUB_A_NORTH,2026-04-21,North,North,economy,marketplace,S,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
